Sector,SubIndustry1,SubIndustry2,SubIndustry3,SubIndustry4,SubIndustry5,SubIndustry6,SubIndustry7,SubIndustry8,SubIndustry9,Metric,Segment1,Segment2,Segment3,Segment4,Report Name,Time Unit,From,To,Data Unit,Unit Description,Written Explanation,Region,Report Description,Report Link,Report Last Published,Price,Report Update Frequency,Publisher,Publisher Description,Report Quality,Completeness,Cataloger Notes,Catalog Group Source,Page
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,The Cybersecurity Imperative - Managing cyber risks in a world of rapid digital change,YEAR,1/1/18,12/31/18,Survey & Statistics Data,Number of successful attacks by maturity,2018. Number of successful attacks by maturity on page 46,"Global, a2164","Report contains cybersecurity statistics data related to threat factors and countermeasures implementation, 2018",http://protiviti.com/sites/default/files/united_states/insights/cybersecurity_imperative_2018.pdf,10/16/18,0,irregular,ESI ThoughtLab,"ESI ThoughtLab is a thought leadership and economic research firm that specializes in analyzing the impact of technological, economic, and demographic shifts on industries, cities, and companies",2,1,,,46
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,The Definitive Cyber Security Guide for Small to Medium Businesses,YEAR,1/1/17,12/31/18,Survey & Statistics Data,Percentage increase in cyber attacks from 2017-2018,2017-2018. Percentage increase in cyber attacks from 2017-2018,"Australia , a1779",This report contains cybersecurity statistics and  examines various vulnerabilities that affect small to medium businesses. 2019.,https://www.stanfieldit.com/cyber-security/#increase-security,1/1/19,0,irregular,Stanfield IT,Stanfield IT is an Information Technology service and solutions provider. We provide technology solutions for small to medium businesses located in Sydney and across Australia.,2,1,,,
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,The Increasing Risk to Enterprise Applications,YEAR,1/1/15,1/1/15,Survey & Statistics Data,What is the most common gateway attack experienced by your organization over the past 12 months?,2015. Statistic: 'What is the most common gateway attack experienced by your organization over the past 12 months?' on page 12,"Global, a435, a435","This report qualitatively and quantitatively examines the risks to enterprise applications, 2015",https://s3-us-west-2.amazonaws.com/prevotyexternaldocs/AnalystReports/Ponemon-Institute-The-Increasing-Risk-to-Enterprise-Applications-Nov-2015.pdf,11/30/15,0,irregular,Ponemon Research Institute,"Ponemon Research Institute conducts independent research on consumer trust, privacy, data protection and emerging data security technologies",3,1,,,4
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,The Increasing Risk to Enterprise Applications,YEAR,1/1/15,1/1/15,Survey & Statistics Data,What kinds of attacks concern your organization most?,2015. Statistic: 'What kinds of attacks concern your organization most?' on page 4,"Global, a436, a436","This report qualitatively and quantitatively examines the risks to enterprise applications, 2015",https://s3-us-west-2.amazonaws.com/prevotyexternaldocs/AnalystReports/Ponemon-Institute-The-Increasing-Risk-to-Enterprise-Applications-Nov-2015.pdf,11/30/15,0,irregular,Ponemon Research Institute,"Ponemon Research Institute conducts independent research on consumer trust, privacy, data protection and emerging data security technologies",3,1,,,7
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Threat Landscape for Industrial Automation Systems H1 2018,YEAR,1/1/17,12/31/18,Survey & Statistics Data,Percentage of ICS computers attacked,2017-2018. Percentage of ICS computers attacked on page 11,"Global, a1846",Report contains cybersecurity statistics 2018,https://ics-cert.kaspersky.com/media/H1_2018_ICS_REPORT_ENG.pdf,9/6/18,0,irregular,Kaspersky,Kaspersky is a major Russia based cybersecurity company best known for anti-virus software,3,1,,,11
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Threat Landscape for Industrial Automation Systems H1 2018,YEAR,1/1/18,12/31/18,Survey & Statistics Data,Percentage of all computers attacked in each country and percentage of ICS computers attacked in each country,2018. Percentage of all computers attacked in each country and percentage of ICS computers attacked in each country on page 15,"Global, a1852",Report contains cybersecurity statistics 2018,https://ics-cert.kaspersky.com/media/H1_2018_ICS_REPORT_ENG.pdf,9/6/18,0,irregular,Kaspersky,Kaspersky is a major Russia based cybersecurity company best known for anti-virus software,3,1,,,15
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Top-of-mind Threats and Their Impact on Endpoint Security Decisions,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Attack Vectors of Concern in the Future,2017. Statistic: 'Attack Vectors of Concern in the Future' on page 4,"US, Japan, UK, France, Germany, a420, a420",This report contains survey response from IT professionals globally across many industries 2017,https://pages.cylance.com/rs/524-DOM-989/images/ESG-Research-Insight-Report-Cylance-Oct-2017.pdf,10/31/17,4950,irregular,Enterprise Strategy Group,"Enterprise Strategy Group is an IT research, validation and strategy firm",2,1,,,5
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Trustwave Global Security Report,YEAR,1/1/08,12/31/17,Survey & Statistics Data,Vulnerability Disclosures Per Year,2008-2017. Statistic: 'Vulnerability Disclosures Per Year' on page 11,"Global, a189, a189",This report contains security statistics on industries affected by data compromise 2018,https://www.shift4.com/pdf/Trustwave_2018_Global_Security_Report.pdf,4/5/18,0,Annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,16
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Trustwave Global Security Report,YEAR,1/1/17,12/31/17,Survey & Statistics Data,40% of breaches targeted payment card data,2017. Statistic: '40% of breaches targeted payment card data' on page 15,"Global, a359, a359",This report contains security statistics on industries affected by data compromise 2018,https://www.shift4.com/pdf/Trustwave_2018_Global_Security_Report.pdf,4/5/18,0,Annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,5
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Trustwave Global Security Report,YEAR,1/1/17,12/31/17,Survey & Statistics Data,40% of all web attacks Trustwave researchers observed in 2017 involved cross-site scripting,2017. Statistic: '40% of all web attacks Trustwave researchers observed in 2017 involved cross-site scripting' on page 5,"Global, a360, a360",This report contains security statistics on industries affected by data compromise 2018,https://www.shift4.com/pdf/Trustwave_2018_Global_Security_Report.pdf,4/5/18,0,Annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,6
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Trustwave Global Security Report,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Compromises by types of data targeted,2017. Statistic: 'Compromises by types of data targeted' on page 29,"Global, a499, a499",This report contains security statistics on industries affected by data compromise 2018,https://www.shift4.com/pdf/Trustwave_2018_Global_Security_Report.pdf,4/5/18,0,Annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,30
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Trustwave Global Security Report,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Compromises by environment,2017. Statistic: 'Compromises by environment' on page 30,"Global, a500, a500",This report contains security statistics on industries affected by data compromise 2018,https://www.shift4.com/pdf/Trustwave_2018_Global_Security_Report.pdf,4/5/18,0,Annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,30
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Trustwave Global Security Report,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Types of data compromised by environment,2017. Statistic: 'Types of data compromised by environment' on page 33,"Global, a502, a502",This report contains security statistics on industries affected by data compromise 2018,https://www.shift4.com/pdf/Trustwave_2018_Global_Security_Report.pdf,4/5/18,0,Annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,32
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Trustwave Global Security Report,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Segmented Prevalence of web attacks,2017. Statistic: 'Segmented Prevalence of web attacks' on page 36,"Global, a505, a505",This report contains security statistics on industries affected by data compromise 2018,https://www.shift4.com/pdf/Trustwave_2018_Global_Security_Report.pdf,4/5/18,0,Annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,48
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Trustwave Global Security Report,YEAR,1/1/13,12/31/17,Survey & Statistics Data,OWASP Top 10 Lists for 2013 and 2017,2013-2017. Statistic: 'OWASP Top 10 Lists for 2013 and 2017' on page 48,"Global, a506, a506",This report contains security statistics on industries affected by data compromise 2018,https://www.shift4.com/pdf/Trustwave_2018_Global_Security_Report.pdf,4/5/18,0,Annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,52
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Number of Threats / Breaches / Attacks,,,,,,Surveys & Statistics,,,,,Trustwave Global Security Report,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Exploit Kit Distribution,2017. Statistic: 'Exploit Kit Distribution' on page 60,"Global, a510, a510",This report contains security statistics on industries affected by data compromise 2018,https://www.shift4.com/pdf/Trustwave_2018_Global_Security_Report.pdf,4/5/18,0,Annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,66
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Detection Time,,,,,Surveys & Statistics,,,,,2019 Data Breach Investigations Report,YEAR,1/1/18,12/31/18,Survey & Statistics Data,Time-to-discovery in Public breaches,2018. Time-to-discovery in Public breaches on page 58,"Global, a2262","This is a comprehensive and authoritative analysis of data incidents and breaches across industries, 2019",https://enterprise.verizon.com/resources/reports/2019-data-breach-investigations-report.pdf,5/3/19,0,annual,Verizon,Verizon is an American telecommunications company which offers wireless products and services,2,1,,,58
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Detection Time,,,,,Surveys & Statistics,,,,,2019 Trustwave Global Security Report,YEAR,1/1/17,12/31/18,Survey & Statistics Data,Average Time Between Intrusion and Detection,2017-2018. Average Time Between Intrusion and Detection on page 24,"Global, a1972","This report contains security statistics on industries affected by data compromise, 2019",https://www.trustwave.com/en-us/resources/library/documents/2019-trustwave-global-security-report/,6/21/19,0,annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,24
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Detection Time,,,,,Surveys & Statistics,,,,,Cybersecurity Initiation - The cloud has no walls,YEAR,1/1/04,12/31/15,Survey & Statistics Data,Time to Threat Discovery; Between Time to Compromise vs. Time to Discover ,2004-2015. Statistic: 'Time to Threat Discovery; Between Time to Compromise vs. Time to Discover ' on page 9,"Global, a1164, a1164",Report contains an extensive overview of the cyber security industry,https://research-doc.credit-suisse.com/docView?language=ENG&format=PDF&sourceid=em&document_id=1079780681&serialid=G6OoCtYpIZ7vHJ1E9iHlkWRn4b4YIBJtKN5CTM9UtC0%3D,9/5/17,0,annual,Credit Suisse,Credit Suisse Group AG is a Swiss multinational investment bank and financial services company,3,1,,,84
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Detection Time,,,,,Surveys & Statistics,,,,,Cybersecurity Landscape and Risk Considerations,YEAR,1/1/16,12/31/17,Survey & Statistics Data,Days to identify and contain data breach over the past year,2016-2017. Days to identify and contain data breach over the past year on page 7,"Global, a1615",Report contains cybersecurity statistics data related to breach impact and response 2018,https://c4i.gmu.edu/wp-content/uploads/AFCEA-GMU-2018-Berkoff.pdf#page=8,5/1/18,0,irregular,Nuix,"Nuix is an Australian technology company that produces a software platform for indexing, searching, analyzing and extracting knowledge from unstructured data",2,1,,,7
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Detection Time,,,,,Surveys & Statistics,,,,,State of Cybersecurity Report 2018,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Tools contributing to most security event notifications,2017. Statistic: 'Tools contributing to most security event notifications' on page 18,"Global, a1175, a1175","Report contains an analysis of cybersecurity threats, defense mechanisms and the future of cybersecurity, 2018",https://www.wipro.com/content/dam/nexus/en/service-lines/applications/latest-thinking/state-of-cybersecurity-report-2018.pdf,4/30/18,0,annual,Wipro,"Wipro Limited is an Indian multinational corporation that provides information technology, consulting and business process services",2,1,,,64
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Detection Time,,,,,Surveys & Statistics,,,,,Telstra Security Report 2018,YEAR,1/1/18,12/31/18,Survey & Statistics Data,Average time to detect a security breach,2018. Statistic: 'Average time to detect a security breach' on page 38,"Global, a1174, a1174","This report contains cybersecurity statistics on breaches globally and regionally with an aim of guiding organizations on how to defend themselves, 2018",https://www.telstraglobal.com/images/assets/misc/Telstra-Security-Report-2018.pdf,1/3/18,0,Annual,Telstra,"Telstra is Australia's largest telecommunications company which builds and operates telecommunications networks and markets voice, mobile, internet access, pay television and other products and services",2,1,,,18
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Detection Time,,,,,Surveys & Statistics,,,,,The 2018 Global Fraud and Identity Report,YEAR,1/1/18,1/1/18,Survey & Statistics Data,"In the past 12 months has your business detected more, less or the same fraudulent activity?","2018. Statistic: 'In the past 12 months has your business detected more, less or the same fraudulent activity?' on page 21","Global, a119, a119","This is a comprehensive and authoritative analysis of fraud incidents and breaches and explores the links between customer recognition, convenience, trust and fraud risk, 2017",https://www.experian.com/assets/decision-analytics/reports/global-fraud-report-2018.pdf,2/6/18,0,irregular,Experian,Experian is a credit reporting company,2,1,,,6
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Detection Time,,,,,Surveys & Statistics,,,,,Trustwave Global Security Report,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Median Time Between Intrusion and Detection,2017. Statistic: 'Median Time Between Intrusion and Detection' on page 11,"Global, a1173, a1173",This report contains security statistics on industries affected by data compromise 2018,https://www.shift4.com/pdf/Trustwave_2018_Global_Security_Report.pdf,4/5/18,0,Annual,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,1,,,38
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,Industry,,,,Cybersecurity and The Middle Market,YEAR,1/1/16,12/31/16,Survey & Statistics Data,Whether have documented incident response plan,2016. Statistic: 'Whether have documented incident response plan' on page 63,"Global, a1220, a1220","Report contains data about the importance of cybersecurity and how middle market companies manage cyber risks, 2016",https://www.middlemarketcenter.org/Media/Documents/the-importance-of-cybersecurity-and-how-middle-market-companeis-manage-cyber-risks_NCMM_Cybersecurity_Report_FINAL.pdf,12/31/16,0,irregular,National center for the middle market,"The National Center for the Middle Market is a research center and a source of knowledge, leadership, and innovative research on the middle market economy",2,1,,,8
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,Are You One Breach Away From Losing a Healthcare Consumer?,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Healthcare consumers - error detection,2017. Statistic: 'Healthcare consumers - error detection' on page 12,"Global, a1210, a1210","This report contains survey data on the United States healthcare industry with consumer confidence responses, industry breaches and the effect on digital trust 2017",https://www.accenture.com/t20170221T034724__w__/us-en/_acnmedia/PDF-43/Accenture-Health-Are-You-One-Breach-Away-From-Losing-a-Healthcare-Consumer.pdf,2/14/17,0,irregular,Accenture,Accenture is a global management consulting firm,3,1,,,7
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,Building Cyber Resilience,YEAR,1/1/16,12/31/17,Survey & Statistics Data,Type of Investigation Used in Response,2016-2017. Statistic: 'Type of Investigation Used in Response' on page 5,"Global, a1181, a1181",This report presents interesting facts about data security incidents in the United States for 2017,https://f.datasrvr.com/fr1/518/85193/2018_BakerHostetler_Data_Security_Incident_Response_Report.pdf,3/31/18,0,irregular,BakerHostetler,BakerHostetler is an American law firm spanning a broad range of services and industries,2,1,,,10
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,Cisco 2018 Annual Cybersecurity Report,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Patching behavior before and after WannaCry campaign,2017. Statistic: 'Patching behavior before and after WannaCry campaign' on page 9,"Global, a1177, a1177","This is a comprehensive and authoritative analysis of data incidents and breaches across industries that examines the cyber attack landscape, 2018",https://www.cisco.com/c/dam/m/hu_hu/campaigns/security-hub/pdf/acr-2018.pdf,2/6/18,0,Annual,Cisco,"Cisco is a company that develops, manufactures and sells networking hardware, telecommunications equipment and other high-technology services and products.",2,1,,,41
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,Cisco 2018 Annual Cybersecurity Report,YEAR,1/1/18,12/31/18,Survey & Statistics Data,Percent of organizations that are using more than 50 vendors had to manage scrutiny from public breaches,2018. Statistic: 'Percent of organizations that are using more than 50 vendors had to manage scrutiny from public breaches' on page 50,"Global, a1197, a1197","This is a comprehensive and authoritative analysis of data incidents and breaches across industries that examines the cyber attack landscape, 2018",https://www.cisco.com/c/dam/m/hu_hu/campaigns/security-hub/pdf/acr-2018.pdf,2/6/18,0,Annual,Cisco,"Cisco is a company that develops, manufactures and sells networking hardware, telecommunications equipment and other high-technology services and products.",2,1,,,51
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,Cost of Web Application & Denial of Service Attacks,YEAR,1/1/18,1/1/18,Survey & Statistics Data,"Until you fix your known vulnerabilities, what controls does your organization put in place to protect web infrastructure?","2018. Statistic: 'Until you fix your known vulnerabilities, what controls does your organization put in place to protect web infrastructure?' on page 6","EU, Middle East, Africa, a1187, a1187","Report contains a survey of 517 IT professionals in EMEA covering WAF and DDoS attacks, 2018",https://www.akamai.com/uk/en/multimedia/documents/report/waf-and-ddos-emea-ponemon-report.pdf,10/31/18,0,irregular,Ponemon Research Institute,"Ponemon Research Institute conducts independent research on consumer trust, privacy, data protection and emerging data security technologies",3,1,,,5
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,HOLDING HEALTHCARE TO RANSOM - INDUSTRY PERSPECTIVES ON CYBER RISKS,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Reasons for not having a cyber incident response plan,2017. Statistic: 'Reasons for not having a cyber incident response plan' on page 11,"Global, a898, a898",Report shows estimated financial impacts of each cyber incident case from a top-down analysis,https://www.oliverwyman.com/content/dam/oliver-wyman/v2/publications/2018/july/holding-healthcare-to-ransom-industry.pdf,6/30/18,0,irregular,Oliver Wyman,Oliver Wyman is a global consulting company focusing on the financial industry,3,1,,,13
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,HOLDING HEALTHCARE TO RANSOM - INDUSTRY PERSPECTIVES ON CYBER RISKS,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Top 10 cyber risk-related actions taken by healthcare organizations in the past 12- 24 months,2017. Statistic: 'Top 10 cyber risk-related actions taken by healthcare organizations in the past 12- 24 months' on page 18,"Global, a1208, a1208",Report shows estimated financial impacts of each cyber incident case from a top-down analysis,https://www.oliverwyman.com/content/dam/oliver-wyman/v2/publications/2018/july/holding-healthcare-to-ransom-industry.pdf,6/30/18,0,irregular,Oliver Wyman,Oliver Wyman is a global consulting company focusing on the financial industry,3,1,,,10
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,Redefining the security culture - a better way to protect your business,YEAR,1/1/17,12/31/17,Survey & Statistics Data,Which of the following steps did you take to improve security following the incident?,2017. Statistic: 'Which of the following steps did you take to improve security following the incident?' on page 8,"Global, a1221, a1221","Report contains respondent data from organisations based in Belgium and aims to provide a more focused view of the state of information security breaches, 2017",https://www.pwc.be/en/documents/20170315-Information-security-breaches-survey.pdf,3/31/17,0,irregular,PricewaterhouseCoopers,PricewaterhouseCoopers is a multinational provider of professional services,3,1,,,12
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,Second Annual State of Ransomware Report: US Survey Results,YEAR,1/1/17,1/1/17,Survey & Statistics Data,Belief That Companies Should Pay Ransom Demands if They Are Hit With Ransomware,2017. Statistic: 'Belief That Companies Should Pay Ransom Demands if They Are Hit With Ransomware' on page 1,"US, a1206, a1206","Report contains survey data on ransomware from 179 US organizations with less than 1,000 employees and 175 organizations in five other nations, 2017",https://www.malwarebytes.com/pdf/white-papers/SecondAnnualStateofRansomwareReport-USA.pdf,7/31/17,0,annual,Osterman Research,"Osterman Research provides market research, cost data, and benchmarking information to technology-based companies",2,1,,,17
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,Second Annual State of Ransomware Report: US Survey Results,YEAR,1/1/17,1/1/17,Survey & Statistics Data,Do You Believe That Your Company Should Pay Ransom Demands If You Are Hit With Ransomware?,2017. Statistic: 'Do You Believe That Your Company Should Pay Ransom Demands If You Are Hit With Ransomware?' on page 17,"US, a1207, a1207","Report contains survey data on ransomware from 179 US organizations with less than 1,000 employees and 175 organizations in five other nations, 2017",https://www.malwarebytes.com/pdf/white-papers/SecondAnnualStateofRansomwareReport-USA.pdf,7/31/17,0,annual,Osterman Research,"Osterman Research provides market research, cost data, and benchmarking information to technology-based companies",2,1,,,18
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,Securing the supply chain,YEAR,1/1/18,12/31/18,Survey & Statistics Data,Paying a ransom to recover from a supply chain attack,2018. Statistic: 'Paying a ransom to recover from a supply chain attack' on page 40,"Global, a1203, a1203","Report is a survey about supply chain cybersecurity, 2017",https://www.crowdstrike.com/resources/wp-content/brochures/pr/CrowdStrike-Security-Supply-Chain.pdf,7/1/18,0,irregular,Vanson Bourne,Vanson Bourne is a B2B technology marketer focused research firm,2,1,,,41
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,SentinelOne: Global Ransomware Study 2018,YEAR,1/1/18,12/31/18,Survey & Statistics Data,Please estimate the number of employee hours dedicated to replacing encrypted data with back-up data or attempting to decrypt the encrypted files,2018. Statistic: 'Please estimate the number of employee hours dedicated to replacing encrypted data with back-up data or attempting to decrypt the encrypted files' on page 12,"Global, a1222, a1222","Report contains SentinelOne's global ransomware study, 2018",https://go.sentinelone.com/rs/327-mnm-087/images/ransomware%20research%20data%20summary%202018.pdf,3/26/18,0,irregular,SentinelOne,SentinelOne is an endpoint security solutions provider,2,1,,,20
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,SentinelOne: Global Ransomware Study 2018,YEAR,1/1/18,12/31/18,Survey & Statistics Data,"Considering all the ransomware attacks your organization has experienced in the last 12 months, has your organization paid the ransom demanded by ransomware attackers?","2018. Statistic: 'Considering all the ransomware attacks your organisation has experienced in the last 12 months, has your organisation paid the ransom demanded by ransomware attackers?' on page 20","Global, a1223, a1223","Report contains SentinelOne's global ransomware study, 2018",https://go.sentinelone.com/rs/327-mnm-087/images/ransomware%20research%20data%20summary%202018.pdf,3/26/18,0,irregular,SentinelOne,SentinelOne is an endpoint security solutions provider,2,1,,,23
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,The Increasing Risk to Enterprise Applications,YEAR,1/1/15,1/1/15,Survey & Statistics Data,How effective is your organization in responding to attacks and do you have up to-date visibility of the application environment?,2015. Statistic: 'How effective is your organization in responding to attacks and do you have up to-date visibility of the application environment?' on page 19,"Global, a1185, a1185","This report qualitatively and quantitatively examines the risks to enterprise applications, 2015",https://s3-us-west-2.amazonaws.com/prevotyexternaldocs/AnalystReports/Ponemon-Institute-The-Increasing-Risk-to-Enterprise-Applications-Nov-2015.pdf,11/30/15,0,irregular,Ponemon Research Institute,"Ponemon Research Institute conducts independent research on consumer trust, privacy, data protection and emerging data security technologies",3,1,,,4
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response,,,,,Surveys & Statistics,,,,,Where Cybersecurity Stands,YEAR,1/1/18,12/31/18,Survey & Statistics Data,What would you do if you discovered a major security vulnerability today?,2018. Statistic: 'What would you do if you discovered a major security vulnerability today?' on page 6,"US, a1189, a1189","Report contains survey responses of 315 IT professionals concerning company cybersecurity policies and threats, 2017-2018",https://www.blackhat.com/docs/us-18/black-hat-intel-where-cybersecurity-stands.pdf,6/1/18,0,annual,Black Hat,Black Hat is an organization that sets up information security related events and trainings for security professionals and executives,2,1,,,21
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response Time,,,,,Surveys & Statistics,,,,,2016 Cost of Cyber Crime Study and the Risk of Business Innovation,YEAR,1/1/15,12/31/16,Survey & Statistics Data,Attacks vs time they take to resolve,2015-2016. Statistic: 'Attacks vs time they take to resolve' on page 10,"Global, a1209, a1209","This is a comprehensive and authoritative analysis of data incidents and breaches across industries, 2016",https://www.ponemon.org/local/upload/file/2016%20HPE%20CCC%20GLOBAL%20REPORT%20FINAL%203.pdf,10/31/16,0,annual,Ponemon Research Institute,"Ponemon Research Institute conducts independent research on consumer trust, privacy, data protection and emerging data security technologies",3,1,,,12
Technology,Cybersecurity,Survey & Statistics Data,Security Breaches,Security Breach Detection & Response,Benchmark Response Time,,,,,Surveys & Statistics,,,,,2017 Cost of Data Breach Study - United States,YEAR,1/1/17,1/1/17,Survey & Statistics Data,Days to identify and contain the data breach,2017. Statistic: 'Days to identify and contain the data breach' on page 10,"US, a1182, a1182",Report about costs of data breaches is based on a survey of 63 US organizations,https://s3.amazonaws.com/amo_hub_content/Association618/files/Data%20Breach%20Study.pdf,6/30/17,0,annual,Ponemon Research Institute,"Ponemon Research Institute conducts independent research on consumer trust, privacy, data protection and emerging data security technologies",3,1,,,18
